': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789390802 conv_key=jwt_leg_caoyunxiang_8f4ba1f7 legid={'authority': 'TCE', 'expireTime': 1789454808, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571749 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571755 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571762 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571769 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571777 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571785 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571792 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571828 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571852 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571866 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571887 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571897 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571908 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571915 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571922 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571929 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571941 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571954 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571968 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571982 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789571990 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572000 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572014 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789648651, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572021 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572030 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572084 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572093 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572106 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572120 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572130 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572174 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572186 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572194 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572202 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572288 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572299 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572315 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572329 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572335 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572347 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572359 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572375 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572385 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572395 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572413 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572421 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572430 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572438 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572447 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572457 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572473 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572533 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572552 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572561 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572569 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572578 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572586 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572600 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572614 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572658 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572730 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572741 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572829 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651504, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572846 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651345, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572872 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789572907 conv_key=jwt_leg_caoyunxiang_e9f12885 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1789573503 conv_key=jwt_leg_caoyunxiang_0f9ef0c4 legid={'authority': 'TCE', 'expireTime': 1789651428, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
